tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
420.00;488232988#3_0;153.19;12.28;263.00;0.00;-488232982#1_0;5.10;0.00;tripinfo_263;157.00;263;0;1059.72;0.96;0.00;75.24;DEFAULT_VEHTYPE;;2;54.00
420.00;488229186#7_0;39.79;12.68;273.00;0.00;488232989#0_0;5.10;0.00;tripinfo_273;147.00;273;0;523.59;0.98;0.00;105.41;DEFAULT_VEHTYPE;;3;79.00
422.00;489221514#3_0;113.50;13.61;241.00;0.00;488444640#2_0;5.10;0.00;tripinfo_241;181.00;241;0;2335.04;1.01;0.00;67.08;DEFAULT_VEHTYPE;;3;11.00
425.00;-488232986#3_0;0.20;8.34;309.00;0.00;-488235612#5_0;5.10;0.00;tripinfo_309;116.00;309;0;1017.24;1.05;0.00;57.58;DEFAULT_VEHTYPE;;1;32.00
433.00;-488451880#7_0;0.41;6.54;334.00;0.00;757103003#1_0;0.20;0.00;tripinfo_334;99.00;334;0;1028.26;1.18;0.00;53.88;DEFAULT_VEHTYPE;;2;9.00
433.00;1247569013#0_0;384.26;21.28;392.00;0.00;488453908#4_0;5.10;0.00;tripinfo_392;41.00;392;0;621.10;1.00;0.00;12.01;DEFAULT_VEHTYPE;;0;0.00
436.00;374433102#1_0;160.52;18.93;361.00;2.00;488440840#3_0;5.10;0.00;tripinfo_359;75.00;359;0;896.17;0.86;0.00;23.66;DEFAULT_VEHTYPE;;0;0.00
441.00;-1211506466#1_0;0.20;3.24;20.00;0.00;488232997#4_0;2.15;0.00;tripinfo_20;421.00;20;0;1574.75;1.02;0.00;335.72;DEFAULT_VEHTYPE;;3;282.00
442.00;-1211506467_0;36.05;11.67;217.00;1.00;1211506468#0_0;5.10;0.00;tripinfo_216;225.00;216;0;332.60;0.97;0.00;197.92;DEFAULT_VEHTYPE;;4;169.00
455.00;1211506466#5_0;0.20;7.53;67.00;0.00;-1248753371_0;5.10;0.00;tripinfo_67;388.00;67;0;2149.68;0.91;0.00;246.40;DEFAULT_VEHTYPE;;4;166.00
455.00;-488451880#5_0;23.90;12.99;328.00;0.00;193847184#1_0;0.34;0.00;tripinfo_328;127.00;328;0;1618.24;1.00;0.00;43.39;DEFAULT_VEHTYPE;;1;10.00
456.00;488232988#5_0;27.59;11.58;185.00;0.00;488426772#0_0;5.10;0.00;tripinfo_185;271.00;185;0;952.35;0.92;0.00;195.57;DEFAULT_VEHTYPE;;5;153.00
457.00;489205461#1_0;48.37;13.50;96.00;0.00;-488432658_0;5.10;0.00;tripinfo_96;361.00;96;0;1395.73;1.01;0.00;259.10;DEFAULT_VEHTYPE;;5;206.00
460.00;1105575583#0_0;50.64;14.37;178.00;0.00;-374433111#2_0;0.20;0.00;tripinfo_178;282.00;178;0;1046.28;1.08;0.00;219.46;DEFAULT_VEHTYPE;;3;187.00
460.00;-488451879#2_0;77.99;12.17;191.00;0.00;-489205470#1_0;5.10;0.00;tripinfo_191;269.00;191;0;793.16;0.93;0.00;202.01;DEFAULT_VEHTYPE;;6;160.00
461.00;-488440850_0;37.82;11.50;341.00;0.00;374433101#8_0;5.10;0.00;tripinfo_341;120.00;341;0;1007.91;0.86;0.00;59.67;DEFAULT_VEHTYPE;;1;39.00
463.00;489221515#0_0;104.51;12.95;54.00;0.00;-757103002_0;5.10;0.00;tripinfo_54;409.00;54;0;968.84;1.00;0.00;343.75;DEFAULT_VEHTYPE;;5;296.00
465.00;-1267075001_0;158.55;14.70;186.00;0.00;-488453904#1_0;5.10;0.00;tripinfo_186;279.00;186;0;652.05;1.08;0.00;235.47;DEFAULT_VEHTYPE;;6;186.00
467.00;-488232985#6_0;14.45;8.78;267.00;0.00;488429010#1_0;5.10;0.00;tripinfo_267;200.00;267;0;669.85;0.92;0.00;142.62;DEFAULT_VEHTYPE;;4;107.00
468.00;-488429008#1_0;69.06;14.08;114.00;0.00;-1247577744_0;5.10;0.00;tripinfo_114;354.00;114;0;1748.82;1.10;0.00;255.53;DEFAULT_VEHTYPE;;7;177.00
469.00;-431659327#0_0;44.85;24.10;13.00;0.00;-1268087981#0_0;4.88;0.00;tripinfo_13;456.00;13;0;1883.56;1.12;0.00;355.40;DEFAULT_VEHTYPE;;7;293.00
470.00;-488439366#2_0;34.67;12.21;357.00;0.00;-488444641#1_0;5.10;0.00;tripinfo_357;113.00;357;0;1133.96;0.95;0.00;37.95;DEFAULT_VEHTYPE;;1;16.00
472.00;717497184_0;43.27;11.41;276.00;0.00;-488229186#4_0;0.20;0.00;tripinfo_276;196.00;276;0;631.34;0.87;0.00;142.46;DEFAULT_VEHTYPE;;3;115.00
473.00;488451880#6_0;236.57;12.46;333.00;0.00;-716013643_0;5.10;0.00;tripinfo_333;140.00;333;0;686.74;0.93;0.00;89.20;DEFAULT_VEHTYPE;;3;59.00
473.00;1132773660#3_0;190.69;14.90;340.00;0.00;-1103437305#0_0;5.10;0.00;tripinfo_340;133.00;340;0;432.95;1.11;0.00;102.58;DEFAULT_VEHTYPE;;4;76.00
473.00;1226433842#1_0;207.91;11.29;387.00;0.00;488439386#0_0;5.10;0.00;tripinfo_387;86.00;387;0;508.41;0.90;0.00;40.94;DEFAULT_VEHTYPE;;1;26.00
474.00;488453906#7_0;0.20;6.97;152.00;0.00;-488440842#1_0;5.10;0.00;tripinfo_152;322.00;152;0;1182.72;1.07;0.00;243.06;DEFAULT_VEHTYPE;;7;184.00
475.00;1128316617_0;13.48;10.30;427.00;0.00;488451882_0;5.10;0.00;tripinfo_427;48.00;427;0;263.37;1.05;0.00;27.05;DEFAULT_VEHTYPE;;2;6.00
482.00;193847185#6_0;1.90;25.38;318.00;0.00;501076683#1_0;5.10;0.00;tripinfo_318;164.00;318;0;2157.82;1.18;0.00;73.06;DEFAULT_VEHTYPE;;1;14.00
490.00;488455849#1_0;128.61;13.90;385.00;0.00;757103003#3_0;0.20;0.00;tripinfo_385;105.00;385;0;839.73;1.06;0.00;51.26;DEFAULT_VEHTYPE;;1;32.00
495.00;1211506462#0_0;3.38;5.86;207.00;0.00;-488432655#0_0;5.10;0.00;tripinfo_207;288.00;207;0;538.86;0.97;0.00;243.12;DEFAULT_VEHTYPE;;3;205.00
495.00;-488451885#7_0;96.06;12.75;420.00;0.00;-488455849#0_0;5.10;0.00;tripinfo_420;75.00;420;0;885.73;0.94;0.00;12.89;DEFAULT_VEHTYPE;;0;0.00
498.00;488432653_0;37.85;9.74;310.00;0.00;1247577051_0;5.10;0.00;tripinfo_310;188.00;310;0;1154.24;0.90;0.00;99.17;DEFAULT_VEHTYPE;;2;54.00
500.00;488238462_0;83.71;12.58;298.00;0.00;-1248753371_0;5.10;0.00;tripinfo_298;202.00;298;0;953.23;0.98;0.00;128.67;DEFAULT_VEHTYPE;;4;99.00
500.00;488451880#5_0;23.90;11.14;419.00;0.00;488444640#1_0;5.10;0.00;tripinfo_419;81.00;419;0;436.85;1.03;0.00;50.10;DEFAULT_VEHTYPE;;3;29.00
502.00;-488432660#11_0;18.44;13.24;315.00;0.00;-488235612#6_0;5.10;0.00;tripinfo_315;187.00;315;0;1025.39;1.15;0.00;125.43;DEFAULT_VEHTYPE;;3;92.00
503.00;-489205476#2_0;124.79;9.71;255.00;0.00;488429019#4_0;2.96;0.00;tripinfo_255;248.00;255;0;1640.85;0.71;0.00;111.41;DEFAULT_VEHTYPE;;2;82.00
504.00;-488439368#3_0;2.70;8.11;466.00;0.00;488439383#1_0;5.10;0.00;tripinfo_466;38.00;466;0;452.66;0.99;0.00;10.84;DEFAULT_VEHTYPE;;0;0.00
505.00;-1114849907#2_0;191.67;27.35;147.00;0.00;-489221518#2_0;5.10;0.00;tripinfo_147;358.00;147;0;1759.01;1.00;0.00;234.37;DEFAULT_VEHTYPE;;7;181.00
505.00;-1268087981#3_0;91.66;13.32;272.00;0.00;488235611_0;5.10;0.00;tripinfo_272;233.00;272;0;3012.12;1.05;0.00;84.71;DEFAULT_VEHTYPE;;3;47.00
506.00;-1211506466#3_0;0.20;6.14;44.00;0.00;-1267082445_0;5.10;0.00;tripinfo_44;462.00;44;0;1781.68;1.04;0.00;349.83;DEFAULT_VEHTYPE;;10;265.00
507.00;489218283_0;153.84;12.96;220.00;0.00;374433102#0_0;5.10;0.00;tripinfo_220;287.00;220;0;1824.88;1.00;0.00;175.20;DEFAULT_VEHTYPE;;3;126.00
512.00;-488430332_0;122.54;12.78;378.00;0.00;488429019#3_0;5.10;0.00;tripinfo_378;134.00;378;0;1711.71;0.92;0.00;36.10;DEFAULT_VEHTYPE;;1;3.00
518.00;-757228687#1_0;79.58;15.17;442.00;0.00;431659327#0_0;5.10;0.00;tripinfo_442;76.00;442;0;660.85;1.11;0.00;40.75;DEFAULT_VEHTYPE;;1;23.00
532.00;488451883_0;35.91;12.84;393.00;0.00;488451885#4_0;5.10;0.00;tripinfo_393;139.00;393;0;364.18;1.12;0.00;110.62;DEFAULT_VEHTYPE;;2;85.00
541.00;1245516596#0_0;20.88;10.69;522.00;2.00;-374433111#3_0;5.10;0.00;tripinfo_520;19.00;520;0;120.07;1.03;0.00;10.71;DEFAULT_VEHTYPE;;1;2.00
546.00;488233001#4_0;2.32;5.53;210.00;0.00;-488235612#7_0;5.10;0.00;tripinfo_210;336.00;210;0;1378.65;1.10;0.00;266.02;DEFAULT_VEHTYPE;;4;221.00
547.00;-488451889#3_0;0.20;5.65;508.00;0.00;488451880#6_0;5.10;0.00;tripinfo_508;39.00;508;0;421.72;1.05;0.00;11.83;DEFAULT_VEHTYPE;;0;0.00
548.00;-1195548637_0;44.04;15.86;269.00;0.00;-374433111#2_0;0.20;0.00;tripinfo_269;279.00;269;0;1247.80;1.26;0.00;215.17;DEFAULT_VEHTYPE;;6;143.00
550.00;488235612#15_0;44.95;13.65;131.00;0.00;488440840#0_0;5.10;0.00;tripinfo_131;419.00;131;0;2062.80;1.07;0.00;301.32;DEFAULT_VEHTYPE;;8;223.00
550.00;-1210212971_0;63.21;12.82;422.00;0.00;488451881#1_0;0.20;0.00;tripinfo_422;128.00;422;0;925.89;0.97;0.00;68.73;DEFAULT_VEHTYPE;;4;24.00
551.00;488453907#3_0;89.83;13.46;452.00;0.00;1195565779#1_0;5.10;0.00;tripinfo_452;99.00;452;0;412.50;0.98;0.00;66.74;DEFAULT_VEHTYPE;;2;49.00
554.00;488432666_0;52.06;15.81;394.00;0.00;-488432669#2_0;5.10;0.00;tripinfo_394;160.00;394;0;319.20;1.19;0.00;139.02;DEFAULT_VEHTYPE;;3;110.00
555.00;489205470#1_0;37.89;12.73;395.00;0.00;-489218279#1_0;5.10;0.00;tripinfo_395;160.00;395;0;1103.36;1.14;0.00;96.71;DEFAULT_VEHTYPE;;2;63.00
556.00;488429019#2_0;100.05;12.75;110.00;0.00;1267075002_0;5.10;0.00;tripinfo_110;446.00;110;0;2254.45;0.93;0.00;291.57;DEFAULT_VEHTYPE;;7;235.00
556.00;-488439372_0;122.29;14.05;177.00;0.00;489221518#0_0;5.10;0.00;tripinfo_177;379.00;177;0;2444.45;1.03;0.00;243.71;DEFAULT_VEHTYPE;;6;159.00
556.00;-1106761240#0_0;94.59;15.35;239.00;0.00;-488455849#0_0;5.10;0.00;tripinfo_239;317.00;239;0;2265.47;1.13;0.00;194.92;DEFAULT_VEHTYPE;;5;127.00
559.00;489222059#0_0;76.66;13.89;281.00;0.00;-374433111#1_0;5.10;0.00;tripinfo_281;278.00;281;0;2566.95;1.08;0.00;163.60;DEFAULT_VEHTYPE;;4;87.00
559.00;1247582300#1_0;100.80;11.47;373.00;0.00;-489205473#2_0;5.10;0.00;tripinfo_373;186.00;373;0;802.46;0.91;0.00;122.28;DEFAULT_VEHTYPE;;3;91.00
560.00;-488451885#5_0;48.01;11.78;371.00;0.00;-757103003#0_0;5.10;0.00;tripinfo_371;189.00;371;0;973.70;0.94;0.00;111.89;DEFAULT_VEHTYPE;;3;84.00
562.00;488432667#2_0;39.07;14.44;432.00;0.00;193847184#5_0;5.10;0.00;tripinfo_432;130.00;432;0;525.96;1.05;0.00;95.87;DEFAULT_VEHTYPE;;2;73.00
569.00;488235612#2_0;130.96;13.16;342.00;0.00;-488430334_0;5.10;0.00;tripinfo_342;227.00;342;0;986.64;1.00;0.00;153.13;DEFAULT_VEHTYPE;;3;127.00
571.00;-488451879#5_0;115.54;14.82;397.00;0.00;-488439367#3_0;5.10;0.00;tripinfo_397;174.00;397;0;654.16;1.12;0.00;130.20;DEFAULT_VEHTYPE;;2;104.00
573.00;-488233001#3_0;43.58;4.64;338.00;0.00;488232984#2_0;2.30;0.00;tripinfo_338;235.00;338;0;352.57;0.96;0.00;217.22;DEFAULT_VEHTYPE;;3;190.00
573.00;431659327#0_0;44.85;14.46;434.00;0.00;488451881#0_0;5.10;0.00;tripinfo_434;139.00;434;0;525.10;0.76;0.00;86.74;DEFAULT_VEHTYPE;;2;58.00
575.00;-488232988#0_0;3.28;8.33;248.00;0.00;1092888927#0_0;5.10;0.00;tripinfo_248;327.00;248;0;1982.06;1.14;0.00;225.61;DEFAULT_VEHTYPE;;4;157.00
577.00;193847184#7_0;1692.02;17.90;195.00;0.00;-488439383#1_0;5.10;0.00;tripinfo_195;382.00;195;0;4440.58;0.84;0.00;130.64;DEFAULT_VEHTYPE;;3;71.00
577.00;501076683#1_0;30.80;13.12;372.00;0.00;-488451879#0_0;5.10;0.00;tripinfo_372;205.00;372;0;839.59;1.01;0.00;153.63;DEFAULT_VEHTYPE;;4;105.00
578.00;193847184#7_0;1692.02;19.41;223.00;0.00;488439383#1_0;5.10;0.00;tripinfo_223;355.00;223;0;4316.04;1.06;0.00;165.91;DEFAULT_VEHTYPE;;3;66.00
581.00;-488452625#0_0;88.50;15.11;366.00;0.00;-488451886#1_0;5.10;0.00;tripinfo_366;215.00;366;0;766.22;1.11;0.00;163.91;DEFAULT_VEHTYPE;;4;126.00
584.00;-488453906#9_0;40.01;15.35;277.00;0.00;488432659#1_0;5.10;0.00;tripinfo_277;307.00;277;0;1711.63;1.21;0.00;217.97;DEFAULT_VEHTYPE;;4;154.00
589.00;-488453906#7_0;0.20;9.78;400.00;0.00;1247582300#1_0;5.10;0.00;tripinfo_400;189.00;400;0;1217.36;0.98;0.00;96.20;DEFAULT_VEHTYPE;;3;56.00
591.00;488453906#9_0;39.93;12.78;200.00;0.00;1106761240#1_0;5.10;0.00;tripinfo_200;391.00;200;0;1396.03;0.95;0.00;289.28;DEFAULT_VEHTYPE;;6;244.00
592.00;193847185#2_0;174.03;23.97;370.00;0.00;488439368#1_0;5.10;0.00;tripinfo_370;222.00;370;0;2130.11;1.11;0.00;117.87;DEFAULT_VEHTYPE;;3;56.00
593.00;489222062#2_0;60.61;12.27;268.00;0.00;488439369#3_0;5.10;0.00;tripinfo_268;325.00;268;0;2427.45;0.96;0.00;194.27;DEFAULT_VEHTYPE;;5;121.00
594.00;488451885#8_0;52.12;9.08;71.00;0.00;-488432662_0;5.10;0.00;tripinfo_71;523.00;71;0;1231.91;0.97;0.00;427.84;DEFAULT_VEHTYPE;;8;343.00
596.00;-757103003#4_0;0.20;4.84;46.00;0.00;488432660#6_0;5.10;0.00;tripinfo_46;550.00;46;0;1051.97;1.00;0.00;478.77;DEFAULT_VEHTYPE;;6;425.00
596.00;488429019#2_0;100.05;12.78;242.00;0.00;-489221514#0_0;5.10;0.00;tripinfo_242;354.00;242;0;690.94;0.97;0.00;299.19;DEFAULT_VEHTYPE;;5;262.00
597.00;1267082445_0;38.68;13.73;313.00;0.00;501076685#1_0;5.10;0.00;tripinfo_313;284.00;313;0;1594.10;1.07;0.00;189.23;DEFAULT_VEHTYPE;;7;132.00
598.00;-488430332_0;122.54;12.81;139.00;0.00;488235612#10_0;5.10;0.00;tripinfo_139;459.00;139;0;904.10;0.95;0.00;390.73;DEFAULT_VEHTYPE;;9;336.00
599.00;488451885#4_0;44.09;12.93;411.00;0.00;374433101#3_0;5.10;0.00;tripinfo_411;188.00;411;0;916.47;0.98;0.00;122.52;DEFAULT_VEHTYPE;;2;91.00
601.00;-488451885#2_0;32.58;13.18;74.00;0.00;-488238451_0;5.10;0.00;tripinfo_74;527.00;74;0;1951.72;0.96;0.00;411.89;DEFAULT_VEHTYPE;;4;356.00
607.00;379359177#1_0;0.20;6.08;528.00;0.00;-1247582300#0_0;1.85;0.00;tripinfo_528;79.00;528;0;1256.08;1.02;0.00;22.86;DEFAULT_VEHTYPE;;0;0.00
613.00;-488451887#1_0;44.18;12.91;402.00;0.00;-757103003#1_0;0.20;0.00;tripinfo_402;211.00;402;0;826.19;1.02;0.00;147.49;DEFAULT_VEHTYPE;;5;108.00
620.00;-489222064_0;92.33;13.09;325.00;0.00;488439371#1_0;5.10;0.00;tripinfo_325;295.00;325;0;2141.95;1.01;0.00;174.52;DEFAULT_VEHTYPE;;6;110.00
620.00;193847184#2_0;236.38;22.09;401.00;0.00;1268087986_0;5.10;0.00;tripinfo_401;219.00;401;0;1854.28;1.03;0.00;108.69;DEFAULT_VEHTYPE;;2;59.00
631.00;757228687#4_0;77.65;13.27;531.00;0.00;-488451879#3_0;5.10;0.00;tripinfo_531;100.00;531;0;297.94;1.02;0.00;76.93;DEFAULT_VEHTYPE;;2;60.00
632.00;488233001#1_0;0.20;6.34;232.00;0.00;-488430334_0;5.10;0.00;tripinfo_232;400.00;232;0;1341.34;0.97;0.00;307.74;DEFAULT_VEHTYPE;;4;261.00
632.00;488453907#2_0;0.20;5.47;458.00;0.00;379359177#1_0;0.20;0.00;tripinfo_458;174.00;458;0;1573.17;0.80;0.00;75.36;DEFAULT_VEHTYPE;;1;51.00
636.00;488439366#2_0;34.63;11.20;453.00;0.00;-488439368#3_0;2.70;0.00;tripinfo_453;183.00;453;0;690.71;0.99;0.00;129.49;DEFAULT_VEHTYPE;;3;104.00
637.00;-374433111#6_0;21.17;8.28;543.00;0.00;488439386#0_0;5.10;0.00;tripinfo_543;94.00;543;0;355.05;0.90;0.00;66.56;DEFAULT_VEHTYPE;;1;49.00
640.00;488455852#0_0;28.63;12.65;481.00;0.00;193847184#0_0;5.10;0.00;tripinfo_481;159.00;481;0;2833.42;1.04;0.00;27.91;DEFAULT_VEHTYPE;;0;0.00
642.00;1267075003_0;17.38;13.47;632.00;0.00;-501076684_0;5.10;0.00;tripinfo_632;10.00;632;0;65.96;1.22;0.00;4.79;DEFAULT_VEHTYPE;;0;0.00
647.00;-488439387_0;173.26;12.55;317.00;0.00;1247569013#3_0;5.10;0.00;tripinfo_317;330.00;317;0;2267.12;0.98;0.00;188.46;DEFAULT_VEHTYPE;;5;122.00
647.00;488451885#2_0;32.58;12.10;549.00;0.00;488429013#0_0;5.10;0.00;tripinfo_549;98.00;549;0;827.25;0.96;0.00;37.13;DEFAULT_VEHTYPE;;1;15.00
649.00;488440842#2_0;37.88;15.28;560.00;0.00;489205458#1_0;5.10;0.00;tripinfo_560;89.00;560;0;614.81;1.13;0.00;52.68;DEFAULT_VEHTYPE;;2;29.00
658.00;-488453907#4_0;41.95;11.57;551.00;0.00;374433102#5_0;0.26;0.00;tripinfo_551;107.00;551;0;724.60;0.89;0.00;53.73;DEFAULT_VEHTYPE;;1;35.00
659.00;-374433111#4_0;43.53;24.66;365.00;0.00;1192789782_0;5.10;0.00;tripinfo_365;294.00;365;0;1084.45;1.12;0.00;231.05;DEFAULT_VEHTYPE;;5;189.00
659.00;488432653_0;37.85;15.31;555.00;0.00;-488453906#1_0;5.10;0.00;tripinfo_555;104.00;555;0;627.21;1.13;0.00;67.01;DEFAULT_VEHTYPE;;2;40.00
659.00;716013643_0;30.47;12.79;557.00;0.00;488440845#2_0;5.10;0.00;tripinfo_557;102.00;557;0;340.30;0.96;0.00;74.35;DEFAULT_VEHTYPE;;3;50.00
662.00;1267075004_0;2.72;14.76;600.00;2.00;374433101#2_0;5.10;0.00;tripinfo_598;62.00;598;0;858.16;1.11;0.00;22.44;DEFAULT_VEHTYPE;;0;0.00
667.00;-1268087981#0_0;4.88;4.34;208.00;0.00;488440850_0;5.10;0.00;tripinfo_208;459.00;208;0;1657.48;0.96;0.00;347.55;DEFAULT_VEHTYPE;;7;275.00
670.00;193847184#4_0;54.21;13.41;347.00;0.00;-489221517_0;5.10;0.00;tripinfo_347;323.00;347;0;749.31;0.82;0.00;259.16;DEFAULT_VEHTYPE;;5;221.00
677.00;-1195562864#1_0;0.29;7.02;249.00;0.00;374433111#4_0;5.10;0.00;tripinfo_249;428.00;249;0;1587.47;1.11;0.00;331.13;DEFAULT_VEHTYPE;;9;248.00
680.00;488451885#8_0;52.12;7.53;640.00;0.00;488453906#2_0;5.10;0.00;tripinfo_640;40.00;640;0;304.80;0.93;0.00;14.69;DEFAULT_VEHTYPE;;1;2.00
681.00;-489205470#0_0;35.27;12.86;278.00;0.00;-489221518#3_0;5.10;0.00;tripinfo_278;403.00;278;0;1284.64;0.99;0.00;307.84;DEFAULT_VEHTYPE;;8;243.00
683.00;-1267082445_0;38.68;7.11;349.00;0.00;488439374#0_0;5.10;0.00;tripinfo_349;334.00;349;0;1131.13;0.90;0.00;238.36;DEFAULT_VEHTYPE;;6;185.00
684.00;489205470#1_0;37.89;12.78;120.00;0.00;1211507701#1_0;5.10;0.00;tripinfo_120;564.00;120;0;1508.86;0.94;0.00;443.86;DEFAULT_VEHTYPE;;6;353.00
687.00;489205474#1_0;38.73;10.86;26.00;0.00;-488432664#1_0;0.20;0.00;tripinfo_26;661.00;26;0;1500.97;0.92;0.00;537.85;DEFAULT_VEHTYPE;;10;458.00
687.00;-1211506464#1_0;37.57;12.71;405.00;0.00;488432655#0_0;5.10;0.00;tripinfo_405;282.00;405;0;440.40;0.95;0.00;244.86;DEFAULT_VEHTYPE;;4;221.00
689.00;-1211506468#0_0;42.69;4.70;100.00;2.00;1268087984_0;5.10;0.00;tripinfo_98;589.00;98;0;1157.60;1.12;0.00;509.10;DEFAULT_VEHTYPE;;8;453.00
691.00;-488451885#0_0;33.16;11.87;599.00;0.00;-489205463#2_0;5.10;0.00;tripinfo_599;92.00;599;0;462.42;0.87;0.00;52.70;DEFAULT_VEHTYPE;;2;40.00
693.00;374433101#2_0;209.02;27.24;570.00;0.00;488432655#2_0;5.10;0.00;tripinfo_570;123.00;570;0;961.31;1.24;0.00;78.16;DEFAULT_VEHTYPE;;2;33.00
696.00;-488432660#12_0;80.69;11.02;537.00;0.00;-717083792#2_0;5.10;0.00;tripinfo_537;159.00;537;0;693.26;0.85;0.00;100.29;DEFAULT_VEHTYPE;;3;76.00
714.00;1211506466#2_0;15.66;13.23;286.00;0.00;1247582300#1_0;5.10;0.00;tripinfo_286;428.00;286;0;1869.15;0.98;0.00;318.04;DEFAULT_VEHTYPE;;7;248.00
719.00;-488440845#4_0;12.75;13.81;696.00;0.00;-374433111#5_0;0.20;0.00;tripinfo_696;23.00;696;0;196.00;1.10;0.00;10.62;DEFAULT_VEHTYPE;;0;0.00
724.00;488432658_0;61.70;15.27;213.00;0.00;488429013#0_0;5.10;0.00;tripinfo_213;511.00;213;0;1406.10;1.10;0.00;426.39;DEFAULT_VEHTYPE;;9;351.00
727.00;-489222062#1_0;36.86;14.22;499.00;0.00;-488451890_0;5.10;0.00;tripinfo_499;228.00;499;0;1659.87;1.24;0.00;149.02;DEFAULT_VEHTYPE;;6;73.00
728.00;374433111#1_0;61.82;15.79;635.00;0.00;-488451884_0;5.10;0.00;tripinfo_635;93.00;635;0;815.64;1.13;0.00;52.62;DEFAULT_VEHTYPE;;1;31.00
731.00;-488452625#0_0;88.50;13.62;601.00;1.00;-488451885#0_0;5.10;0.00;tripinfo_600;130.00;600;0;865.38;1.00;0.00;71.53;DEFAULT_VEHTYPE;;3;42.00
734.00;488432651#1_0;51.78;12.13;607.00;0.00;374433102#8_0;5.10;0.00;tripinfo_607;127.00;607;0;1107.02;0.94;0.00;62.68;DEFAULT_VEHTYPE;;2;38.00
736.00;1211507696_0;24.83;12.91;320.00;0.00;488451880#5_0;5.10;0.00;tripinfo_320;416.00;320;0;1343.02;1.16;0.00;335.78;DEFAULT_VEHTYPE;;8;265.00
740.00;1267075001_0;165.34;14.28;227.00;0.00;488432649#0_0;5.10;0.00;tripinfo_227;513.00;227;0;728.95;1.11;0.00;464.37;DEFAULT_VEHTYPE;;9;392.00
743.00;-1247582300#1_0;90.60;13.64;542.00;0.00;488453908#5_0;5.10;0.00;tripinfo_542;201.00;542;0;1722.67;1.02;0.00;94.19;DEFAULT_VEHTYPE;;2;46.00
745.00;-488439387_0;173.26;8.63;616.00;0.00;-488439386#1_0;5.10;0.00;tripinfo_616;129.00;616;0;677.77;1.01;0.00;81.06;DEFAULT_VEHTYPE;;2;57.00
748.00;1134050845_0;71.90;5.09;488.00;0.00;-488232985#7_0;5.10;0.00;tripinfo_488;260.00;488;0;698.35;1.09;0.00;224.02;DEFAULT_VEHTYPE;;2;200.00
753.00;-488453907#5_0;0.20;9.88;454.00;0.00;374433106#3_0;5.10;0.00;tripinfo_454;299.00;454;0;1652.69;0.86;0.00;172.11;DEFAULT_VEHTYPE;;3;129.00
767.00;-488453907#2_0;0.20;8.30;603.00;0.00;488453906#2_0;5.10;0.00;tripinfo_603;164.00;603;0;908.92;1.00;0.00;101.60;DEFAULT_VEHTYPE;;3;74.00
781.00;374433111#4_0;43.37;12.52;739.00;0.00;-488440840#4_0;5.10;0.00;tripinfo_739;42.00;739;0;413.88;0.87;0.00;15.57;DEFAULT_VEHTYPE;;0;0.00
791.00;1195562864#0_0;29.38;10.58;413.00;0.00;1226433842#0_0;5.10;0.00;tripinfo_413;378.00;413;0;1587.70;0.80;0.00;240.14;DEFAULT_VEHTYPE;;7;193.00
792.00;488232985#4_0;17.24;11.96;75.00;0.00;757228687#2_0;5.10;0.00;tripinfo_75;717.00;75;0;1035.37;0.98;0.00;661.65;DEFAULT_VEHTYPE;;3;629.00
801.00;193847184#1_0;0.34;4.13;234.00;0.00;-489205476#1_0;5.10;0.00;tripinfo_234;567.00;234;0;1088.81;0.91;0.00;488.81;DEFAULT_VEHTYPE;;6;445.00
814.00;488432669#0_0;37.16;6.69;698.00;0.00;-489221514#1_0;5.10;0.00;tripinfo_698;116.00;698;0;496.03;1.19;0.00;83.31;DEFAULT_VEHTYPE;;4;48.00
817.00;1268087981#2_0;45.29;13.69;695.00;0.00;488235612#5_0;5.10;0.00;tripinfo_695;122.00;695;0;560.87;1.06;0.00;81.97;DEFAULT_VEHTYPE;;2;66.00
821.00;488432669#2_0;38.51;17.02;429.00;0.00;-1211506462#0_0;3.38;0.00;tripinfo_429;392.00;429;0;753.10;1.23;0.00;345.30;DEFAULT_VEHTYPE;;6;299.00
825.00;-489205474#0_0;192.33;17.54;430.00;0.00;-488439371#1_0;5.10;0.00;tripinfo_430;395.00;430;0;1380.76;1.32;0.00;315.69;DEFAULT_VEHTYPE;;8;235.00
827.00;-488439387_0;173.26;12.71;743.00;0.00;758628413#0_0;5.10;0.00;tripinfo_743;84.00;743;0;444.18;1.00;0.00;48.46;DEFAULT_VEHTYPE;;1;31.00
850.00;488455849#1_0;128.61;13.65;435.00;0.00;-488432651#2_0;5.10;0.00;tripinfo_435;415.00;435;0;1401.49;1.06;0.00;321.69;DEFAULT_VEHTYPE;;3;274.00
855.00;488429019#0_0;0.20;3.79;468.00;0.00;488432669#2_0;5.10;0.00;tripinfo_468;387.00;468;0;92.23;1.06;0.00;379.84;DEFAULT_VEHTYPE;;4;364.00
